ID1,ID2,Sim Pred,Elo Pred
1103,1104,0.533543828614331,0.434991053349348
1103,1112,0.389274441462838,0.153812492368966
1103,1116,0.652050453713039,0.243949870591313
1103,1120,0.552776635129576,0.249211298635507
1103,1124,0.447920637046347,0.212304178414822
1103,1129,0.585072536886216,0.285733086773546
1103,1136,0.592422621007573,0.60941632690979
1103,1151,0.450373345692363,0.466833981673924
1103,1159,0.451111888255745,0.515019847397786
1103,1161,0.514933673889759,0.309341585592571
1103,1163,0.515255565523144,0.287864276147035
1103,1166,0.686931433147833,0.328822938163853
1103,1168,0.670044188675367,0.678000592083832
1103,1172,0.461150249248136,0.377931564481857
1103,1174,0.575231087890685,0.628461578365299
1103,1181,0.365901780851479,0.230086825094169
1103,1209,0.666101660092045,0.56131280958976
1103,1211,0.315071021998872,0.173588632667828
1103,1222,0.377625039870767,0.220473297016029
1103,1228,0.471378011893249,0.277938721749482
1103,1231,0.640798180527112,0.422092890531462
1103,1234,0.373050024134,0.240095498307289
1103,1235,0.715412304000492,0.537604902734925
1103,1240,0.494564322187448,0.697612296322392
1103,1242,0.459494558047493,0.174068116984182
1103,1246,0.393351288008059,0.214168049898536
1103,1255,0.47560523715415,0.578286191207732
1103,1260,0.502570972229378,0.411291818994595
1103,1261,0.653832716810522,0.429284195254026
1103,1266,0.651615818280773,0.452665744096724
1103,1272,0.560254548824565,0.314505862350367
1103,1274,0.524043220059386,0.40399439733599
1103,1276,0.535983776160427,0.387477804618885
1103,1277,0.593931528859226,0.359881954539256
1103,1286,0.542345998166706,0.536531498653484
1103,1293,0.370283576413514,0.3948119800673
1103,1308,0.550136309860604,0.472755768578415
1103,1313,0.584627728516469,0.6882056536356
1103,1314,0.533378683404966,0.290954037596224
1103,1323,0.545006228701444,0.405048242313787
1103,1326,0.473914565826331,0.446654311425483
1103,1344,0.607855028369377,0.269380547371679
1103,1345,0.323281396041536,0.22826657017071
1103,1350,0.625083567321834,0.37858138660945
1103,1353,0.657719085662648,0.409411471408758
1103,1355,0.324875336028401,0.383904409534152
1103,1361,0.711092868137506,0.347970404877332
1103,1362,0.510838016426851,0.485627195087374
1103,1371,0.631947087443554,0.370745737226577
1103,1388,0.575856108001317,0.307622425946738
1103,1389,0.712441591784339,0.631360211061718
1103,1394,0.612091923294432,0.821468141788555
1103,1395,0.637895191832702,0.440360502123431
1103,1397,0.57579372833767,0.157405108102811
1103,1400,0.62018375052728,0.372964302478182
1103,1403,0.57778989832462,0.283623087727569
1103,1411,0.69827798530438,0.706545805026789
1103,1412,0.437092504660768,0.412560779472886
1103,1417,0.502287857864254,0.242107232197631
1103,1425,0.545048383775993,0.32162250585671
1103,1436,0.414909173291593,0.445146708632183
1103,1437,0.495848271314955,0.16024286542139
1103,1439,0.466259815373216,0.278539854796619
1103,1458,0.659429592580801,0.278620837482864
1103,1460,0.568187435633368,0.644033853822293
1103,1461,0.569141657835986,0.488057611582531
1103,1463,0.694236926360726,0.584170877140117
1104,1112,0.350767113721785,0.191005391877173
1104,1116,0.620213214355474,0.295331541668433
1104,1120,0.521473718885755,0.301259580146665
1104,1124,0.413189840369217,0.259306557574716
1104,1129,0.552836164699107,0.341935122308468
1104,1136,0.560277269267951,0.669599793006142
1104,1151,0.417406055621241,0.532119941999806
1104,1159,0.41916290731968,0.579717441808734
1104,1161,0.480954684396324,0.36779612721542
1104,1163,0.480460313869064,0.344283449432988
1104,1166,0.65950328407225,0.388885958612351
1104,1168,0.644037319413904,0.732259073557116
1104,1172,0.423059917121675,0.441069943761379
